FileName,institutionCode,collectionCode,catalogueNumber,class,order,family,genus,specificEpithet,infraspecificEpithet,sex,lifeStage,country,locality,decimalLatitude,decimalLongitude,geodeticDatum,verbatimElevation,eventDate,measurementDeterminedDate,Patch,LightAngle1,LightAngle2,ProbeAngle1,ProbeAngle2,Replicate,Comments,UniqueID
UMMZ.143659.lesc.cn.f.00000003,UMMZ,birds,143659,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Female,adult,,,,,,,,,throat,0,0,0,0,3,,135
UMMZ.143659.lesc.cr.f.00000001,UMMZ,birds,143659,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Female,adult,,,,,,,,,crown,0,0,0,0,1,,136
UMMZ.143659.lesc.cr.f.00000002,UMMZ,birds,143659,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Female,adult,,,,,,,,,crown,0,0,0,0,2,,137
UMMZ.143659.lesc.cr.f.00000003,UMMZ,birds,143659,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Female,adult,,,,,,,,,crown,0,0,0,0,3,,138
UMMZ.143659.lesc.fo.f.00000001,UMMZ,birds,143659,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Female,adult,,,,,,,,,forehead,0,0,0,0,1,,139
UMMZ.143659.lesc.fo.f.00000002,UMMZ,birds,143659,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Female,adult,,,,,,,,,forehead,0,0,0,0,2,,140
UMMZ.143659.lesc.fo.f.00000003,UMMZ,birds,143659,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Female,adult,,,,,,,,,forehead,0,0,0,0,3,,141
UMMZ.143659.lesc.nb.f.00000001,UMMZ,birds,143659,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Female,adult,,,,,,,,,throat band,0,0,0,0,1,,142
UMMZ.143659.lesc.nb.f.00000002,UMMZ,birds,143659,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Female,adult,,,,,,,,,throat band,0,0,0,0,2,,143
UMMZ.143659.lesc.nb.f.00000003,UMMZ,birds,143659,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Female,adult,,,,,,,,,throat band,0,0,0,0,3,,144
UMMZ.143659.lesc.uc.f.00000001,UMMZ,birds,143659,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Female,adult,,,,,,,,,upper tail covert,0,0,0,0,1,,145
UMMZ.143659.lesc.uc.f.00000002,UMMZ,birds,143659,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Female,adult,,,,,,,,,upper tail covert,0,0,0,0,2,,146
UMMZ.143659.lesc.uc.f.00000003,UMMZ,birds,143659,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Female,adult,,,,,,,,,upper tail covert,0,0,0,0,3,,147
UMMZ.143669.lesc.ba.m.00000001,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,back,0,0,0,0,1,,148
UMMZ.143669.lesc.ba.m.00000002,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,back,0,0,0,0,2,,149
UMMZ.143669.lesc.ba.m.00000003,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,back,0,0,0,0,3,,150
UMMZ.143669.lesc.ch.m.00000001,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,breast,0,0,0,0,1,,151
UMMZ.143669.lesc.ch.m.00000002,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,breast,0,0,0,0,2,,152
UMMZ.143669.lesc.ch.m.00000003,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,breast,0,0,0,0,3,,153
UMMZ.143669.lesc.cn.m.00000001,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,throat,0,0,0,0,1,,154
UMMZ.143669.lesc.cn.m.00000002,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,throat,0,0,0,0,2,,155
UMMZ.143669.lesc.cn.m.00000003,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,throat,0,0,0,0,3,,156
UMMZ.143669.lesc.cr.m.00000001,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,crown,0,0,0,0,1,,157
UMMZ.143669.lesc.cr.m.00000002,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,crown,0,0,0,0,2,,158
UMMZ.143669.lesc.cr.m.00000003,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,crown,0,0,0,0,3,,159
UMMZ.143669.lesc.fo.m.00000001,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,forehead,0,0,0,0,1,,160
UMMZ.143669.lesc.fo.m.00000002,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,forehead,0,0,0,0,2,,161
UMMZ.143669.lesc.fo.m.00000003,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,forehead,0,0,0,0,3,,162
UMMZ.143669.lesc.nb.m.00000001,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,throat band,0,0,0,0,1,,163
UMMZ.143669.lesc.nb.m.00000002,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,throat band,0,0,0,0,2,,164
UMMZ.143669.lesc.nb.m.00000003,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,throat band,0,0,0,0,3,,165
UMMZ.143669.lesc.uc.m.00000001,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,upper tail covert,0,0,0,0,1,,166
UMMZ.143669.lesc.uc.m.00000002,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,upper tail covert,0,0,0,0,2,,167
UMMZ.143669.lesc.uc.m.00000003,UMMZ,birds,143669,Aves,Coraciiformes,Meropidae,Merops,leschenaulti,,Male,adult,,,,,,,,,upper tail covert,0,0,0,0,3,,168
UMMZ.143673.apia.ba.f.00000001,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,back,0,0,0,0,1,,169
UMMZ.143673.apia.ba.f.00000002,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,back,0,0,0,0,2,,170
UMMZ.143673.apia.ba.f.00000003,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,back,0,0,0,0,3,,171
UMMZ.143673.apia.ch.f.00000001,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,breast,0,0,0,0,1,,172
UMMZ.143673.apia.ch.f.00000002,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,breast,0,0,0,0,2,,173
UMMZ.143673.apia.ch.f.00000003,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,breast,0,0,0,0,3,,174
UMMZ.143673.apia.cn.f.00000001,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,throat,0,0,0,0,1,,175
UMMZ.143673.apia.cn.f.00000002,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,throat,0,0,0,0,2,,176
UMMZ.143673.apia.cn.f.00000003,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,throat,0,0,0,0,3,,177
UMMZ.143673.apia.cr.f.00000001,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,crown,0,0,0,0,1,,178
UMMZ.143673.apia.cr.f.00000002,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,crown,0,0,0,0,2,,179
UMMZ.143673.apia.cr.f.00000003,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,crown,0,0,0,0,3,,180
UMMZ.143673.apia.fo.f.00000001,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,forehead,0,0,0,0,1,,181
UMMZ.143673.apia.fo.f.00000002,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,forehead,0,0,0,0,2,,182
UMMZ.143673.apia.fo.f.00000003,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,forehead,0,0,0,0,3,,183
UMMZ.143673.apia.nb.f.00000001,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,throat band,0,0,0,0,1,,184
UMMZ.143673.apia.nb.f.00000002,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,throat band,0,0,0,0,2,,185
UMMZ.143673.apia.nb.f.00000003,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,throat band,0,0,0,0,3,,186
UMMZ.143673.apia.uc.f.00000001,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,upper tail covert,0,0,0,0,1,,187
UMMZ.143673.apia.uc.f.00000002,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,upper tail covert,0,0,0,0,2,,188
UMMZ.143673.apia.uc.f.00000003,UMMZ,birds,143673,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,upper tail covert,0,0,0,0,3,,189
UMMZ.143674.apia.ba.m.00000001,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,back,0,0,0,0,1,,190
UMMZ.143674.apia.ba.m.00000002,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,back,0,0,0,0,2,,191
UMMZ.143674.apia.ba.m.00000003,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,back,0,0,0,0,3,,192
UMMZ.143674.apia.ch.m.00000001,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,breast,0,0,0,0,1,,193
UMMZ.143674.apia.ch.m.00000002,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,breast,0,0,0,0,2,,194
UMMZ.143674.apia.ch.m.00000003,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,breast,0,0,0,0,3,,195
UMMZ.143674.apia.cn.m.00000001,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,throat,0,0,0,0,1,,196
UMMZ.143674.apia.cn.m.00000002,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,throat,0,0,0,0,2,,197
UMMZ.143674.apia.cn.m.00000003,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,throat,0,0,0,0,3,,198
UMMZ.143674.apia.cr.m.00000001,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,crown,0,0,0,0,1,,199
UMMZ.143674.apia.cr.m.00000002,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,crown,0,0,0,0,2,,200
UMMZ.143674.apia.cr.m.00000003,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,crown,0,0,0,0,3,,201
UMMZ.143674.apia.fo.m.00000001,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,forehead,0,0,0,0,1,,202
UMMZ.143674.apia.fo.m.00000002,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,forehead,0,0,0,0,2,,203
UMMZ.143674.apia.fo.m.00000003,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,forehead,0,0,0,0,3,,204
UMMZ.143674.apia.nb.m.00000001,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,throat band,0,0,0,0,1,,205
UMMZ.143674.apia.nb.m.00000002,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,throat band,0,0,0,0,2,,206
UMMZ.143674.apia.nb.m.00000003,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,throat band,0,0,0,0,3,,207
UMMZ.143674.apia.uc.m.00000001,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,upper tail covert,0,0,0,0,1,,208
UMMZ.143674.apia.uc.m.00000002,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,upper tail covert,0,0,0,0,2,,209
UMMZ.143674.apia.uc.m.00000003,UMMZ,birds,143674,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,upper tail covert,0,0,0,0,3,,210
UMMZ.143677.apia.ba.m.00000001,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,back,0,0,0,0,1,,211
UMMZ.143677.apia.ba.m.00000002,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,back,0,0,0,0,2,,212
UMMZ.143677.apia.ba.m.00000003,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,back,0,0,0,0,3,,213
UMMZ.143677.apia.ch.m.00000001,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,breast,0,0,0,0,1,,214
UMMZ.143677.apia.ch.m.00000002,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,breast,0,0,0,0,2,,215
UMMZ.143677.apia.ch.m.00000003,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,breast,0,0,0,0,3,,216
UMMZ.143677.apia.cn.m.00000001,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,throat,0,0,0,0,1,,217
UMMZ.143677.apia.cn.m.00000002,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,throat,0,0,0,0,2,,218
UMMZ.143677.apia.cn.m.00000003,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,throat,0,0,0,0,3,,219
UMMZ.143677.apia.cr.m.00000001,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,crown,0,0,0,0,1,,220
UMMZ.143677.apia.cr.m.00000002,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,crown,0,0,0,0,2,,221
UMMZ.143677.apia.cr.m.00000003,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,crown,0,0,0,0,3,,222
UMMZ.143677.apia.fo.m.00000001,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,forehead,0,0,0,0,1,,223
UMMZ.143677.apia.fo.m.00000002,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,forehead,0,0,0,0,2,,224
UMMZ.143677.apia.fo.m.00000003,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,forehead,0,0,0,0,3,,225
UMMZ.143677.apia.nb.m.00000001,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,throat band,0,0,0,0,1,,226
UMMZ.143677.apia.nb.m.00000002,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,throat band,0,0,0,0,2,,227
UMMZ.143677.apia.nb.m.00000003,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,throat band,0,0,0,0,3,,228
UMMZ.143677.apia.uc.m.00000001,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,upper tail covert,0,0,0,0,1,,229
UMMZ.143677.apia.uc.m.00000002,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,upper tail covert,0,0,0,0,2,,230
UMMZ.143677.apia.uc.m.00000003,UMMZ,birds,143677,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Male,adult,,,,,,,,,upper tail covert,0,0,0,0,3,,231
UMMZ.143678.apia.ba.f.00000001,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,back,0,0,0,0,1,,232
UMMZ.143678.apia.ba.f.00000002,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,back,0,0,0,0,2,,233
UMMZ.143678.apia.ba.f.00000003,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,back,0,0,0,0,3,,234
UMMZ.143678.apia.ch.f.00000001,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,breast,0,0,0,0,1,,235
UMMZ.143678.apia.ch.f.00000002,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,breast,0,0,0,0,2,,236
UMMZ.143678.apia.ch.f.00000003,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,breast,0,0,0,0,3,,237
UMMZ.143678.apia.cn.f.00000001,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,throat,0,0,0,0,1,,238
UMMZ.143678.apia.cn.f.00000002,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,throat,0,0,0,0,2,,239
UMMZ.143678.apia.cn.f.00000003,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,throat,0,0,0,0,3,,240
UMMZ.143678.apia.cr.f.00000001,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,crown,0,0,0,0,1,,241
UMMZ.143678.apia.cr.f.00000002,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,crown,0,0,0,0,2,,242
UMMZ.143678.apia.cr.f.00000003,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,crown,0,0,0,0,3,,243
UMMZ.143678.apia.fo.f.00000001,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,forehead,0,0,0,0,1,,244
UMMZ.143678.apia.fo.f.00000002,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,forehead,0,0,0,0,2,,245
UMMZ.143678.apia.fo.f.00000003,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,forehead,0,0,0,0,3,,246
UMMZ.143678.apia.nb.f.00000001,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,throat band,0,0,0,0,1,,247
UMMZ.143678.apia.nb.f.00000002,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,throat band,0,0,0,0,2,,248
UMMZ.143678.apia.nb.f.00000003,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,throat band,0,0,0,0,3,,249
UMMZ.143678.apia.uc.f.00000001,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,upper tail covert,0,0,0,0,1,,250
UMMZ.143678.apia.uc.f.00000002,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,upper tail covert,0,0,0,0,2,,251
UMMZ.143678.apia.uc.f.00000003,UMMZ,birds,143678,Aves,Coraciiformes,Meropidae,Merops,apiaster,,Female,adult,,,,,,,,,upper tail covert,0,0,0,0,3,,252
UMMZ.143679.supe.ba.m.00000001,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,back,0,0,0,0,1,,253
UMMZ.143679.supe.ba.m.00000002,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,back,0,0,0,0,2,,254
UMMZ.143679.supe.ba.m.00000003,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,back,0,0,0,0,3,,255
UMMZ.143679.supe.ch.m.00000001,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,breast,0,0,0,0,1,,256
UMMZ.143679.supe.ch.m.00000002,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,breast,0,0,0,0,2,,257
UMMZ.143679.supe.ch.m.00000003,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,breast,0,0,0,0,3,,258
UMMZ.143679.supe.cn.m.00000001,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,throat,0,0,0,0,1,,259
UMMZ.143679.supe.cn.m.00000002,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,throat,0,0,0,0,2,,260
UMMZ.143679.supe.cn.m.00000003,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,throat,0,0,0,0,3,,261
UMMZ.143679.supe.cr.m.00000001,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,crown,0,0,0,0,1,,262
UMMZ.143679.supe.cr.m.00000002,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,crown,0,0,0,0,2,,263
UMMZ.143679.supe.cr.m.00000003,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,crown,0,0,0,0,3,,264
UMMZ.143679.supe.fo.m.00000001,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,forehead,0,0,0,0,1,,265
UMMZ.143679.supe.fo.m.00000002,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,forehead,0,0,0,0,2,,266
UMMZ.143679.supe.fo.m.00000003,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,forehead,0,0,0,0,3,,267
UMMZ.143679.supe.nb.m.00000001,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,throat band,0,0,0,0,1,,268
UMMZ.143679.supe.nb.m.00000002,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,throat band,0,0,0,0,2,,269
UMMZ.143679.supe.nb.m.00000003,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,throat band,0,0,0,0,3,,270
UMMZ.143679.supe.uc.m.00000001,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,upper tail covert,0,0,0,0,1,,271
UMMZ.143679.supe.uc.m.00000002,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,upper tail covert,0,0,0,0,2,,272
UMMZ.143679.supe.uc.m.00000003,UMMZ,birds,143679,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Male,adult,,,,,,,,,upper tail covert,0,0,0,0,3,,273
UMMZ.143684.supe.ba.f.00000001,UMMZ,birds,143684,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Female,adult,,,,,,,,,back,0,0,0,0,1,,274
UMMZ.143684.supe.ba.f.00000002,UMMZ,birds,143684,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Female,adult,,,,,,,,,back,0,0,0,0,2,,275
UMMZ.143684.supe.ba.f.00000003,UMMZ,birds,143684,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Female,adult,,,,,,,,,back,0,0,0,0,3,,276
UMMZ.143684.supe.ch.f.00000001,UMMZ,birds,143684,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Female,adult,,,,,,,,,breast,0,0,0,0,1,,277
UMMZ.143684.supe.ch.f.00000002,UMMZ,birds,143684,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Female,adult,,,,,,,,,breast,0,0,0,0,2,,278
UMMZ.143684.supe.ch.f.00000003,UMMZ,birds,143684,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Female,adult,,,,,,,,,breast,0,0,0,0,3,,279
UMMZ.143684.supe.cn.f.00000001,UMMZ,birds,143684,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Female,adult,,,,,,,,,throat,0,0,0,0,1,,280
UMMZ.143684.supe.cn.f.00000002,UMMZ,birds,143684,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Female,adult,,,,,,,,,throat,0,0,0,0,2,,281
UMMZ.143684.supe.cn.f.00000003,UMMZ,birds,143684,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Female,adult,,,,,,,,,throat,0,0,0,0,3,,282
UMMZ.143684.supe.cr.f.00000001,UMMZ,birds,143684,Aves,Coraciiformes,Meropidae,Merops,philippinus,,Female,adult,,,,,,,,,crown,0,0,0,0,1,,283
